   3.00000000e+01   3.73371546e+01   1.82405498e+01   7.33715459e+00
   3.50000000e+01   3.64804785e+01   3.98650045e+00   1.61182924e+00
   4.00000000e+01   4.20738449e+01   2.84406655e+00   2.07384491e+00
   4.50000000e+01   4.67041027e+01   2.50230716e+00   1.70727646e+00
   5.00000000e+01   5.16082030e+01   1.92480103e+00   1.60820304e+00
   5.50000000e+01   5.65206739e+01   1.11342611e+00   1.52067395e+00
   6.00000000e+01   6.12887369e+01   1.87614380e+00   1.38697251e+00
   6.50000000e+01   6.59884721e+01   2.50447684e+00   1.15480183e+00
   7.00000000e+01   7.10146208e+01   2.65458302e+00   1.32312076e+00
   7.50000000e+01   7.39193074e+01   1.76624930e+00   1.11993734e+00
   8.00000000e+01   7.87677270e+01   8.31286545e-02   1.23227299e+00
   8.50000000e+01   8.43840217e+01   5.36519022e-02   6.15978262e-01
   9.00000000e+01   9.00000000e+01   0.00000000e+00   0.00000000e+00
